req,res
그러게... 말이야,인센티브 제도는 설명을 따로 해주신거야?
응 ㅋㅋ 지금도 따로 해주시는데 어려워서 다 이해하는 건 포기했어... 몇개만 기억중,하긴 근데 뭐 엑셀로 정리해서 하는건데 굳이 다 알필요 있겠어?
대략적으로만 알면 될것 같아서 대충 파악해놨어,일단 1년 정도 하다보면 너도 인센티브 받을 수 있지 않을까?
1년 안에 인센티브 받는게 목표야,할 수 있을거야
친구 중에 어린이집 선생님 있어?,아니 아직 없어/네 친구 중에는 있어?
그런데 엄청 힘들더라,아이들은 좋지만 직업은 힘들 것 같아
맞아 보통 퇴근을 9시에 한다고 하더라고,한 명 챙기기도 힘든데 대단해
맞아 그리고 일에 대한 대가도 제대로 못받는다고 했어,부모님이 맞벌이인 경우가 많아서 퇴근이 늦어지나?
응 매일매일 당직도 있대,정말 존경스럽다
이번에 새로운 게임을 준비해봤어,이번엔 또 어떤 게임인데?
예전부터 큰 사랑을 받아온 철권이야,철권은 근데 너무 하는 사람만 하는 게임 아니야?
매니아 층이 아주 두텁긴 한데 뉴비도 할 수 있어,너도 이번에 처음 시작하는 모양이구나
맞아 나도 유튜브로 많이 구경은 했는데 직접 하는건 처음이야,그러면 나도 같이 해봐도 될까?
물론이지 같이 연습하면 더 재미있어,그럼 나도 한 번 도전해봐야겠다
요즘 날씨 왜그러냐 밀당 하는 것도 아니고,그니까 낮은 덥고 밤은 추워 ㅋㅋ/지금은 시원하고 좋네
오늘 더워서 하루종일 에어컨 틀었어,나도 낮에 더워 죽는줄 알았어.../지금 딱 밖에서 시원하게 맥주 마셔야 하는데... 아쉽다
금방 겨울온다,이제 곧 쌀쌀해지면 길거리에서 붕어빵 팔겠다!
요즘 앞머리를 자르고 싶어,앞머리를 얼만큼 자를건데?
시스루뱅이 무난하지 않을까?,세미풀뱅은 별로야?
나와는 안 어울릴 것 같아서,나는 그머리가 너에게 잘 어울릴 것이라 생각했어
처피뱅은 어떨 것 같아?,처피뱅도 정말 잘 어울릴 것 같아
고마워. 언젠가 도전하게 되면 너에게 먼저 보여줄게,네 얼굴은 모델같아서 트렌디한 스타일이 잘 어울려
안그래도 꼭 해보고 싶은 스타일이었어,어떤 스타일인지 보여줘
아 갑자기 다시 블랙위도우 솔로 무비 보고 싶다...,그거 진짜 재밌었지/영화관에서 보고 눈물 줄줄 흘렀어
슬프고 귀엽고 멋지고 다 하는 영화였어...,오랜만에 네이버나 이런데서 찾아보는건 어때?
나 소장으로 사놨어! 네이버에서 ㅋㅋ,잘됐다 보면 되겠네
자기 전에 눈물 한번 흘리고 자야겠네,멋있게 나와서 더 슬픈거 같아/그게 마지막이었다는게...
그니까... 우리 블랙 위도우 살려내... ㅠㅠ 2편도 찍어줘ㅠㅠ 한 편으로 끝내지 말라고...,맞아. 시리즈로 내도 될만큼 매력적인 캐릭터인데 한편으로 만들다니...
마블... ㅠㅠ 밉다 미워,지금 다시 모른척 내도 또 모른척 갈 수 있어 ㅋㅋ/블랙위도우 살려내ㅠㅠ
버스타는 거 좋아해?,버스는 싸고 무난해서 많이 이용하지
버스 바깥으로 지나가는 풍경 보는 것도 좋고,그렇지 특히 요즘은 버스 안에 사람 밀집도도 낮아져서 타기에 쾌적한 편이야
아아 맞아 사람들이 많이 안 나오니까… 요즘 버스 안에 와이파이 되는 것도 알지?,아 맞아 그것도 좋은 거 같아/그런데 나는 5G 요금제 쓰고 있어서 잘 안 쓰게 되지만 말이야/버스 안에 상주시간도 긴 편이 아니고
그런데 외국인들은 엄청 좋아한대 버스에서도 와이파이가 되냐고 ㅋㅋ,한국이 어느 시설이든 와이파이 안 되면 경쟁력이 없는 것처럼 된 것도 있으니까
근데 환승도 되고 그것도 외국인들이 엄청 좋아함,하긴 교통이 되게 잘 발전되어 있잖아 우리 나라는 ㅋㅋ
너네 회사는 백신휴가 주니?,하루정도는 준다고 하더라
맞은 당일?,아마도 당일 아니고 그 다음날 쉬게 해주는 것 같더라고
유급휴가일까?,유급이라고 하긴 하는데 나는 아직 인턴이라 주말에 맞게
왜 ㅠㅠ 하루 쉬지,눈치보여가지고 ㅠㅠ
그러다 아프면 어떡해,토요일에 맞고 일요일 쉬고 월요일에 출근해야지
직장인의 비애다...,응 근데 너무 힘들면 월요일에 조퇴할 수도 있어
나 미술학원 다닐까 고민중이야,뭘 배우고 싶은데?
서양화를 배우고 싶어,관심을 갖게 된 계기가 있어?
맞아 내가 잘그리게 되면 너한테도 보여줄게,배우게 되면 나랑도 같이 그리자
그래 내가 알아보고 말해줄께,고마워 기다릴게
어떤 운동 좋아해?,"나는 헬스, 수영 좋아해/너는 하는 운동 있어?"
추천해 줄 수 있어?,운동을 해본 적도 없어?/요즘 클라이밍 많이 하더라
클라이밍이 뭐야?,암벽 등반인데 요즘은 실내에서 많이 해
암벽 등반을 실내에서 해?,응 벽에 박아놓고 그걸 잡고 올라가는 거야
와 신기하다 해본적 있어?,한번 해봤는데 재밌더라/너도 잘할거야!
오늘 정말 재미있는 게임을 찾았어,이번엔 어떤 게임이야?
몬스터 헌터라는 게임인데 알아?,당연히 알지 그 게임 엄청 유명하잖아
나는 rpg 게임을 안좋아해서 몰랐나봐 유명하구나,응 그거 세계적으로 엄청 유명해서 누구나 다 해봤을걸?
그럼 너도 몬스터 헌터 게임 가지고 있어?,당연하지 오늘 그럼 같이 해볼까?
와 완전 좋아 나 근데 너무 초보자인데,괜찮아 내가 좀 오래 플레이했으니까 알려줄게
여기 지금 비 오는데 거기도 비 와?,아까 왔는데 지금은 안 오네.../그나저나 요즘 비 진짜 자주 온다
습해서 죽겠어,이게 뭔 가을이야 ㅋㅋ/그냥 계속 늦여름 같아
올해는 단풍도 늦게 들겠다,작년까지만 해도 이맘때쯤이면 쌀쌀했는데
이러다가 갑자기 겨울 오려나 점점 계절이 사라지는 거 같아,무섭다 ㅠㅠ 이제 한국 2계절 되는 거 아니야?
그러니까... 나 봄하고 가을 좋아하는데 너무 아쉬워ㅜㅜ,나도 제일 좋아하는 계절이 가을인데 진짜 아쉬워
그니까 가을에 딱 트렌치 코트 입는 그 재미가 있는데 말이야,난 가디건 ㅋㅋ/더워서 입지를 못 하고 있어 ㅋㅋ
너는 탈색이나 염색을 해본 적은 없지?,응 한 번도 없어
왜 안하는 거야?,염색이 머리가 가장 많이 상하는데 관리할 자신이 없어
파마가 염색보다 머리가 많이 상하잖아,그거 정말이야? 탈색 후 염색하는 게 더 상하지 않아?
탈색은 많이 상하지만 염색은 괜찮을 거야,나도 한 번 해볼까? 두피가 아프진 않으려나?
너도 갈색 머리가 잘 어울릴 것 같아,내가 만약 한다면 무슨 색을 했으면 좋겠어?
너는 봄라이트니까,노란빛이 좋아 오렌지빛이 좋아 회색빛이 좋아?
요새 지하철 사람 엄청 빠져서 쾌적해,아 맞어 강남역에서 지하철 타는데 진짜 ㅋㅋ 딴세상인 줄 알았어
그러게 나도 전에 2호선 출퇴근 시간에 타 봤는데 신세계더라고,그니까~ 코로나 덕분이라고 해야 되나 사람들이 이동 많이 안하고 집안에 있으니까
맞아 재택근무가 많이 늘어난 것도 한몫 하고 있다고 생각해,"맞아~ 그리고 지하철 오히려 안전하다고 느끼는 게/사람들이 마스크도 꼼꼼히 쓰고, 의외로 거기서 확진자가 안 나와"
응 지하철에서 확진자 안 나온 건 정말 대단한 일이야,그니까 ㅋㅋ 신기함 사람이 자주 들고나서 통풍이 잘 돼서 그런가?
지하철 측에서도 수익이나 이미지 때문에 관리를 아주 철저히 하고 있다는 증거지,그치 아마 방역이랑 청소도 엄청 열심히 하고 있는 거 같음
너는 구내식당에서 밥 먹어?,나는 급식 먹어
아 애들이랑 같이 급식 먹는구나,응 ㅋㅋ 그래서 편해
나는 구내식당 없어서 불편하더라고...,맞아 구내식당 있는게 편하긴해
그럼 너는 식권을 받아서 쓰는거야? 아니면 매달 돈을 내는거야?,나는 무료로
아 회사에서 지원해주는구나,유일한 장점이지... ㅋㅋ
ㅋㅋ 사내복지중에 가장 중요한게 밥인거 같아,맛이없어지는게 문제긴하지만… 장점이긴해
수상 스포츠 해본 적 있어?,응 나 수상스키 타봤어
어디서 해 본 거야?,한강 가서 탔는데 학교 수업이었어
한강에서 그게 가능해?,한강에서 수상 레포츠 여러 종류 할 수 있어
어떤 종류를 또 해 볼 수 있어?,요트도 타본 적 있는데 재밌더라고
그런 운동은 비싸겠지?,별로 안 비싸니까 기회가 되면 한번 해봐
요즘은 게임이 재미가 없네,새로 찾은 게임도 벌써 질린거야?
응 생각보다 너무 쉽게 클리어했어,그렇구나 그럼 다른 게임 같이 찾아보자
항아리 게임 한 번 해볼까 하는데 어때?,나 그 게임 아는데 엄청 스트레스 받아
나는 그래도 빨리 클리어 할 수 있을 것 같아,너보다 잘하는 사람들도 엄청 고전하던데
게임은 논리로 하는게 아니니까 해볼게,그래 네가 꼭 클리어 할 수 있음 좋겠다
요즘은 장발하는 남자가 부쩍 많이 보여,그래? 잘 어울리니?
오히려 앞머리 있는 것보다 잘 어울리더라,내 남자친구한테도 한 번 길러보라고 해야겠다/나도 장발남 좋아하거든
사실 앞머리 있는 스타일이 가장 소화하기 힘든 것 같아,웬만해서 남자는 깐 게 낫기는 해
맞아 서양 남자들도 다들 머리를 기르잖아,SF9의 휘영이 장발을 한 적 있는데 정말 멋지던데/그런 스타일이 좋아
그 친구는 모델같이 생겨서 더 잘 어울리더라,너는 장발 남성 좋아해?
개성 있어서 좋은 것 같아,나도 특이해보여서 좋아
아파트는 편의시설이 참 많은 것 같아,맞아 주민들이 이용 가능한 시설이 많아서 좋아
우리도 커뮤니티 센터랑 헬스장이 있어,헬스장이 있으면 멀리 안 나가도 되어서 좋더라고
맞아 그리고 입주민은 관리비에 이용 금액이 포함되어 있어,밖에서 이용할 때보다 저렴한 편이지
보통 그렇고 시설 자체도 좋더라,주택은 이런 게 없어서 아쉬워
맞아 나도 주택 거주할 때 그게 불편했어,아파트가 선호되는 이유가 있지
난 운전면허만 취득하고 운전 해본적 없는데 넌 어때?,저도 10년동안 장롱면허였다가 얼마전에 연수를 운전연수를 받았어요!
와 그랬구나 나는 운전면허 취득할때 시험들이 어렵지 않아서 실제로 운전하기가 좀 겁나는거 같아,맞아요 확실히 면허시험 볼떄랑 실제로 운전을 해보는 거랑 차이가 크더라고요
지금은 어떨지 모르겠지만 시험 과정을 엄격하게 개선했으면 좋겠어,저도 같은 생각이에요 너무 쉽게 면허를 따는게 사고위험은 훨씬 더 커질 수 있는 원인이 되는 것 같아요 그쵸?
맞아 실제로 주행하면서도 변수가 많이 생길텐데 그런 상황들에 대비하는 체험을 더 했으면 좋겠어,요즘에는 가상으로 운전체험을 할 수 있는 곳도 생기더라고요? 조금곳이 조금 더 일반화된다면 도움이 되지않을까요?
오 확실히 도움이 될 거 같다 영문 운전면허증도 있다던데 들어봤니?,네 들어봤어요! 영문 운전면허증을 인정하는 국가가 지정되어 있더라고요!
너 내일 출근하지 않아?,맞아 ㅋㅋ
근데 이 시간까지 안 자?,와 벌써 시간이 이렇게 됐네...
너 5시간은 자겠니?,아까 잠깐 자서 괜찮아
회사가서 일하려면 제대로 자야지,ㅋ... 내가 뭐 회사에서... 큰일 하는것도 아니고...
ㅋㅋ 상사가 들으면 화나겠는데,ㅋㅋ 근데 우리 팀장님은 나보고 너무 애쓰지 말라고 짠하다고 해
일 열심히 하는 이미지 인가봐,그런가봐 하하 이제 자야지
다들 어떤사람이 이상형이야?,난 무조건 잘생긴게 중요하다.
그럼 싫어하는 스타일은?,난 게으른 사람 싫어
다들 소개팅 해봤어?,해보고 싶어 안해봤어
기념일 챙겨본적있어?,기념일은 잘 챙기는 편인 듯?
신혼여행 가봤어?,신혼여행 당연히 안가봤지
헬스장을 다니면 건강에 도움이 될까?,응 나는 정말 체력이 많이 늘었어
아 헬스장 다니고 있어?,작년에 하다 쉬고 다시 다니고 있어
어떤 헬스장을 다니고 있어?,나는 그냥 가장 가깝고 저렴한 헬스장에 등록했어
그럼 기구가 안좋지 않아?,아니야 내가 원하는 기구는 다 있어서 좋아
어떤 기구를 많이 사용해?,나는 스미스 머신으로 스쿼트 하는 게 좋아
모바일 게임 혹시 추천할만한 거 있어?,갑자기 너도 모바일 게임에 관심을 갖네?
응 이번에 새로 시작해보려고 해,과금이 필요한거 아님 안필요한거?
되도록 과금은 없으면 좋겠는데,그렇다면 어몽어스 어때?
어몽어스가 뭔지 혹시 알려줄 수 있어?,움직이는 마피아 같은 느낌인데 설명하기 어렵네
좋아 그거 친구랑도 할 수 있는거지,응 오늘 깔아서 같이 해보자
나 요즘 머릿결이 많이 좋아졌어,따로 관리하는 거 있어?
원래는 되게 순한 샴푸를 썼거든,아! 나도 그 샴푸 알아/하루종일 꽃향기가 은은하게 나더라
그리고 또 헤어 오일도 안 바르다가 발라줬더니 빗질이 쉬워졌어,어쩐지 저번에 보니까 머리가 비단결이더라
너는 머리 관리 해?,나도 최근에 트리트먼트 쓰기 시작했더니 부드러워졌어
그거 말고는 다른 관리는 안 해?,응 대신 좋은 빗을 써
어떤 빗을 쓰는데? 빗도 좋은 빗이 있구나,아베다 빗을 쓰는데 삼만원이야
매력있었지...! 세번째로 좋아한 캐릭터 있어? 나는 쥬피터,나는 동생 그 세라?
꼬마세라! 분홍색 머리 걔도 귀여웠지,근데 너무 어려서 내용은 사실 기억 안나
나도 ㅋㅋ 그냥 내가 머큐리 좋아했던거 그 정도만 기억나,다 크고 나서는 다시 볼 생각은 안해본거 같아
나도 ㅋㅋ 뭔가 추억속의 만화영화라서...,지금보면 기분이 남다를거 같아
주변에 맛집이 있니 혹시?,응 노량진에는 맛집이 많아
노량진의 대표 맛집은 어디야?,글쎄 정말 많은데 컵밥거리가 아닐까?
그렇구나 집이랑 가까운 곳에 맛집이 있음 좋지,응 그것도 집값에 영향을 많이 미치는 것 같아
아무래도 생활 면에서 편리해지니까 더 그런 것 같다,지하철역이랑 비슷해
그렇구나 버스 정류장도 주변에 있음 좋은 것 같다,버스는 지하철보다 불편하긴 하지만 좋지
난 지하철타고 출퇴근 하는데 넌 어떻게 통근해?,언니!저도 지하철타고 출퇴근해요 사람이 너무 많아서 힘들어요ㅠㅠ
맞아ㅜㅜ 버스나 자가용보다 지하철을 제일 많이 이용하는거 같아,맞아요 아무래도 막힐 일도 없고 날씨영향도 덜 받으니까 그런 것 같아요
하긴...나는 그래도 한 번에 갈 수 있다면 버스 타는 것도 괜찮을거 같아,저도요... 앉아서 갈 수만 있다면... 누구보다 빠르게 뛰어나갈 자신있는데... ㅋㅋ
지하철만 타고 다니니까 아침에 잠깐 저녁에 잠깐 보는게 다라서ㅜㅜ,하긴 그렇긴해요... 지하철만 타고다니면 진짜로 일개미가 되는 기분... ㅋㅋ
그래도 우리나라 지하철만큼 깨끗하고 잘 되어 있는데가 드물다고 하더라!,그렇구나 다른나라 지하철 한번 타봐야겠어요ㅋ ㅋㅋ
다들 소개팅 해본 적 있어?,난 그런거 낯 부끄러워서 못하겠더라.
다들 결혼 언제 하고 싶어?,난60살에 하고 싶어/놀거 다놀고 나서
결혼하고 싶은 사람 있어?,난 있어 가정식 잘만드는 사람
이상형은 어떤사람이야 다들?,난 요리 잘 하는 사람이 이상형이더라
프러포즈 는 요즘 여자들이 한다던데 진짜야?,에이 그래도 남자가 해야 멋있지
혹시 축구 경기장 가본적 있어?,응 난 국축 좋아해서 자주 가!
아 그럼 어디 경기장이 제일 좋아?,나는 인천이 시야가 좋아서 가장 좋아해
인천 경기장은 종합경기장이 아니야?,아니 성남은 가본 적 없는 것 같아/너는 성남이 가장 좋니?
거긴 풀밭에 앉아서 경기봐서 너무 좋았어,정말 좋겠다!/나도 꼭 가보고 싶어졌어
오늘 NBA 2K 21게임을 해봤어,또 농구 게임 했다는 뜻이구나
맞아 근데 그래픽이 엄청 진화했더라,게임도 점점 발전하다보니 그럴 것 같다
응 그리고 내가 좋아하는 선수도 많이 추가되었어,혹시 은퇴한 선수들도 플레이 할 수 있어?
당연하지 마이클 조던의 슈퍼팀도 플레이 가능하더라,오 그럼 나도 진짜 해보고 싶어지는데
내일 우리 집으로 와서 같이 하자,그래 지금 당장이라도 뛰어가고 싶다
넌 이번 여름이 더웠어 아니면 작년이 더 더웠어?,난 작년이 더 더웠던거 같아 ㅜㅜ 너는?
그래? 난 올해 밖을 많이 돌아다녀서 그런가 올해가 더 덥게 느껴져 ㅋㅋ,아 정말? ㅋㅋ 하긴 너가 올해 많이 걷긴 했어 ㅜㅜ
맞아 ㅠㅠ 살도 다 타고 너무 힘들었어,넌 그래도 겨울보다 여름이 더 좋다며 하하
지금은 무조건 겨울이 더 좋아,난 겨울보다 여름이 더 좋아 ㅠㅠ/추운게 세상에서 제일 싫어
장판 위에서 귤까먹는 건 좋지 않아? ㅋㅋ,그것도 좋지 하하/근데 여름에 먹는 수박이 더 맛있지 않아?
난 과일 좋아해서 계절마다 다른 과일 먹는게 너무 행복해,올해 겨울에도 귤 많이 먹어야지 하하
지금 교통비 적당한거 같아? 카드로 지하철타면 1250원이잖아,저는 적당하다고 생각해요/환승도 잘되고!/언닌 어떻게 생각해요?
나도 적당한거 같아! 근데 지하철 타다보면 적자로 힘들다는 전단지 같은거 봤었거든,아...지금보다 더 올라야한다는거겠죠?
지하철 운영하는 쪽은 그런 입장인가봐...무임승차 떄문일까?,아무래도 고령자 무료승차권도 있고 해서그런가봐요/어떤 결정이 내려지든 반발이 심할것 같아요
그래도 해외 보다는 우리나라가 교통비가 싼 편이라고 들었거든,맞아요 시설도 훨씬 좋다고 하더라고요?
고령자들 무료로 승차하는 대신 몇 백원씩이라도 받는건 어떨까?,맞아요 저도 그렇게 생각하는데 아무래도 쉬운 결정은 아닐거같아요ㅠㅠ
다들 연애 해봤어?,난 연애 한 번도 안 해봤어...
이상형이 뭐야 다들?,난 키 큰 사람!
결혼식을 성대하게 하고 싶은 편이야?,완전 성대하게 해서 세상사람들이 다 알았으면 좋겠어!
다들 싫어하는 이성 스타일 있어?,담배피는 사람 좀 싫어해
골프 쳐본적 있어?,아니 아직 쳐본 적 없어/너는 쳐봤어?
응 한두번 정도 해봤어,너는 골프에 소질이 있는 것 같아?
아니 나는 소질이 없어서 돈낭비만 했어,필드에서 직접 친 거야?
응응 집앞이 골프장이거든,집 앞에 골프장이 있다니 대단하다!/배울 생각은 없는거야?
응 너무 비싸고 소질도 없는 것 같아서,그래 다른 재밌는 취미를 찾아보자
예전에 리듬스타라는 게임 있었는데 기억나?,당연하지 나 초등학생 때 하루종일 그거만 했어
스마트폰 전용 리듬스타도 나왔다고 하네,근데 피처폰으로 해야 그 감성이 있지
나도 그렇게 생각해 터치 스크린은 불편하더라,다른 리듬 게임 하나 추천해줄까?
나야 좋지 뭔지 알려줄 수 있어?,피아노 타일이라는 게임인데 리듬스타랑 비슷해
그것도 음악 듣고 플레이하는 게임이구나,맞아 클래식 위주인데 엄청 재미있어
나 다이어트하려고...,응? 이번엔 무슨 다이어트?
3일동안 운동하면서 먹고 3일동안 운동하면서 적게먹고 3일동안 운동 안하고 적게먹는거야,뭐 그렇게 복잡하게 다이어트해 ㅋㅋ/아이고 머리아프다
유명한 헬스유튜버가 이렇게하면 살이 잘 빠진다고 했어ㅠ,그래? 나도 해볼까? 솔깃하네~
그래! 같이 해볼래?,그래 죠아! 같이 해보자
그럼 나랑 같이 닭가슴살이랑 다이어트식단 공동구매하자!,그래 어느 링크로 들어가면 돼?
잠깐 기다려봐~ 내가 링크 보내줄께~,그래 나는 다이어트 약 찾아볼게 하하
네이버 페이 편하다,왜? 뭐때문에 편한거야?
후불 결제 가능해서 물건 먼저 사고 다음달에 돈 내면 돼,신용카드처럼?
응 ㅋ 맞아 신용카드처럼 쓸 수 있어,"오, 한도가 얼마 정도 돼?"
난 20만원이던데 최대 30만원이더라,이자 안붙고?
응! 이자 안붙고!,그럼 뭐하러 그렇게까지 해주는거지?
대신 연체 되면 이자 내야되더라,결제만 그럼 제때 제때 해주면 되는거네?
응! 그래서 편해! 그리고 포인트 적립 대신에 할인 해줘,와 진짜? 먼저 해주는거야?
나 어제 세일러문 얘기하고 자서 그런지 꿈에 세일러문 나왔어 ㅋㅋ,엄청 인상 깊었나봐 ㅋㅋ
응 ㅋㅋ 내가 머큐리 제일 좋아한다고 말했었잖아 그래서 그런지 머큐리도 나왔어 ㅋㅋ,ㅋㅋ 추억 돋는 꿈을 꿨나보네
응 ㅋㅋ 오늘 집에 가는 길에 세일러문이나 볼까봐,이러다 정주행 하는거 아니야?
쉬는 날에 세일러문만 보고 있을지도 ㅋㅋ,만화로 주말 다 보내겠네 ㅋㅋ
그니까 ㅋㅋ 같이 보자 혼자 보면 재미없어,난 별로 안좋아하는데? ㅋㅋ
아쉽다...,그래도 세일러문은 혼자 봐도 재밌을거야 ㅋㅋ
아 나 오늘 우카빵이라는 거 사 먹었는데 맛있더라,오 그게 뭐야?
그냥 슈퍼 빵인데,삼립 이런데서 나오는 빵인가
우유랑 카스타드크림 들어간 빵?,오오 그러면 솔직히 맛없을수가 없다
어 삼립에서 나온거,삼립빵 은근 되게 맛있지않아?
솔직히 우유맛만나고 카스타드 맛은 안 났는데 달달하니 맛있었음,공장빵인데 겁나 맛있어 ㅋㅋ
맞어 은근 맛있어 그치,엉엉 ㅋㅋ 나도 나중에 슈퍼가서 있으면 사먹어봐야지
응 한번 사먹어봐,구랫!
아크로 리버파크 아파트 봤어?,반포동에 있는 거 말이야?
맞아 한강이 다 보인대 정말 멋지지,그런 데 한번쯤 살아보고 싶긴 하다
사실 한강이 보인다고 크게 좋은건 없더라,안보이는 것보다는 훨씬 좋지
한강 근처에 살면 철교 소음 때문에 굉장히 시끄러워,철교가 없는 한강뷰면 좋지 않을까?
그럼 좀 다를 수 있겠다,오션뷰도 덥다는 단점이 있대
소개팅 하고싶어,소개팅 시켜줄까? 이쁜 애들 많은데
주말부부 어떤 것 같아?,너무 외롭고 힘들 거 같아
혼전 동거 하는거 어떻게 생각해?,난 너무 빠른 것 같아 그건.
신혼여행 간다면 어디로 가고 싶어?,신혼여행은 단연 하와이라고 할 수 있지
기념일 챙기는게 중요한가?,기념일은 서로 합의하에 챙기든 안 챙기든 하면 될 듯
너도 루지 타본 적 있어?,아니 혹시 설명해줄 수 있어?
루지는 카트같은 건데 코스를 타고 내려오는 거야,아 들어본적 있어
네 애인이 루지를 아주 좋아하는 걸로 알아,처음 들어봐 혹시 해본적 있어?
응 스릴 넘치고 재밌더라,하려면 어디로 가야해?
부산과 가평에 있으니까 기회가 되면 한번 타봐,고마워 한번 꼭 가볼께
우리 같이 할 수 있는 게임 없을까?,피카츄 배구 오랜만에 한 판 해볼래?
아 그건 학교 컴퓨터 시간에 너무 많이 했어,너는 조금 더 새로운 게임을 해보고 싶은거구나
오버워치 이런건 어떻게 생각해?,나 오버워치는 해본 적이 없어서 고민이야
FPS게임은 따로 해본 거 없어?,서든어택을 좀 하긴 했는데 비슷할까?
응 큰 틀은 비슷하고 오버워치가 더 재미있대,그럼 우리 내일 저녁에 같이 해보자!
얼른 눈 와서 스키장 가고 싶다 하하,나도 ㅋㅋ 겨울은 다 싫은데 눈오는건 좋아
겨울에 호빵 호호 불어 먹으면 맛있는데 하하 겨울 참 분위기 있어,나는 오뎅 좋아해 ㅋㅋ/눈 올때 먹는 오뎅이 제일 맛있는데
맞아 하하 겨울에 추울때 먹는게 제일 맛있지,이제 슬슬 붕어빵 포장마차 보이더라 ㅋㅋ
그게 겨울의 묘미인거 같아 하하 설렌다,난 이불안에서 귤 까먹는 것도 좋아해
겨울은 즐길 스포츠도 많고 분위기도 좋아서 좋아,너 스키 잘 타?
응 하하 나 그래서 겨울만 기다리잖아,그럼 눈오는날 같이 스키장 가자
나 오늘 휴대폰 인터넷에서 산거 왔어!,어디서 산건데?
제일 먼저 뜨는 쇼핑몰에서 샀어,가격 비교해보고 사야하는거 아니야?
근데 가성비 제품 사서 그런지 다들 가격 비슷하더라고,그러면 제일 먼저 뜨는 거 사는것도 괜찮지
응 아무래도 사람들이 많이 사는 곳이 좀 더 믿음 가니까,그래서 제품은 맘에 들어?
응 가격대비 진짜 좋은거 같아,얼만데?
핸드폰 새거인데 자급제로  17만원!,용량은?
용량은 32GB야,오 괜찮은데? 딱 가성비템/잘샀다!
너는 웹툰 같은거 어디서 봐?,나?? 음... 나는 리디북스나 카카오페이지거 많이 보는거 같아 너는?
나는 주로 네이버 웹툰을 많이 보는 편이야!,오 그렇구나...!
너는 리디북스나 카카오페이지 자주 이용하는 이유가 있어?,글쎄 보다보니까 내가 좋아하는 장르가 리디북스나 카카오페이지에 많더라고!
어떤 장르 좋아하는데?,로맨스 판타지 좋아해 ㅋㅋ
네이버는 그런 장르가 잘 없긴해 ㅋㅋ,응 ㅋㅋ 그래서 네이버 자주 안들어가게 되더라고!
네이버웹툰 많이 보는거 같아,나도 요새는 로맨스 판타지 웹툰 거의 다봐서 네이버에 있는 것도 슬슬 보려고 하는 중이야 ㅋㅋ
요새 관심있게 보는 집이 하나 있어,어떤 집인지 궁금해
구반포에 재건축 예정인 the H라는 아파트야,오 나도 관심이 가네
내부에 오페라 콘서트장도 있다고 해,우와 시설이 정말 잘 되어있구나
그리고 체육 시설도 잘 되어있어,네가 좋아할만한 아파트네
맞아 내가 제일 좋아하는 것으로 채워진 아파트야,꼭 그런 곳에 살 수 있게 노력 해야지
내 이상형 말해도 돼?,어떤사람이 이상형인데?
나는 착하고 애교 많고 나만 봐주는 사람,우와 나도 비슷해!
아니 넌 절대로 내 이상형이 아니야.,그리고 나는 착한사람이 좋아
소개팅 해본적 있어?,응 소개받아서 썸까진 가봤는데 연인이 되진 못했어...
외국에서는 수영이 필수 교육인 거 알고 있어?,진짜 이유를 알 수 있을까?
생존에 필수적이기 때문인가봐,맞아 수영을 배우는게 좋은 것 같아/너는 배운적 있니?
나는 초등학생 때 배웠는데 다 까먹었어,그럼 수영하는 걸 좋아하니?
응 수영을 배워놓으면 여행가서 재밌을거야,맞아 그리고 위험성도 많이 줄어드는 것 같아
맞아 나중에 내가 빠지면 네가 수영해서 구해줘,응응 빠지면 내가 구해줄께
너 혹시 마구마구라는 게임 해봤어?,그 게임 예전부터 있던 거 아니야?
맞아 근데 오랜만에 해보니까 재미있더라고,그랬구나 나도 예전에는 많이 했었지
지금은 따로 하지 않는 게임이라는 의미구나,응 하다보니까 재미가 없어서 그만뒀어
그럼 요새는 어떤 게임 하는지 알려줄래?,요새는 피파 온라인을 하고 있어
피파 온라인은 어떤 게임이지 축구인가,맞아 축구 게임인데 나만의 팀을 만들 수 있어
와 지금 엄청 추워 저번 주랑 날씨 너무 차이나는거 아냐?,그니까 비오고 나서 기온이 뚝 떨어진거 같아
가을 다 지나갔나봐 ㅋㅋ,단풍축제 가야 하는데 추워서 못 가겠어
너무 추워,헐 ㅋㅋ 난 그냥 두꺼운 이불 덮고 있어 하하
날씨가 너무 갑자기 추워져서 옷도 없는데 어떡하지?,그니까 ㅋㅋ 트렌치코트도 못 입고 패딩 입게 생겼어
너 저번에 내복 산다면서 샀어?,아직 하하 조금 더 있다가 사려고~ 너는?
미리 사놔 지금 상황으로 봐서는 곧 입어야 할 것 같아 ㅋㅋ,내일 가서 사야겠다 하하
아 나 신세계 상품권 모바일로 받았는데 그거 언제 쓰지?,모바일로 상품권 왜 받은거야?
카카오 쇼핑 했더니 주더라고,아 사은품으로 준거구나
응! 카카오 선물하기 했더니 주더라,난 왜 안주지?
아마 사은품으로 적혀 있어야 줄걸?,아 안적혀있는거 샀는데
한 10만원짜리 사면 만원 주는거 같더라고,아 그러면 안되겠다 만원짜리 샀거든^^
만원짜리 사놓고 만원짜리 상품권 원하는건 좀 양심 없지 않니?,난 또~ 뭐 그냥 다 주는건줄~
