req,res
따뜻한 니트 브랜드 뭐 없나?,할리 오브 스코틀랜드라고 알아?
그 브랜드는 처음 들어보는 것 같아,거기가 스코틀랜드 제품이거든?
응응 스코틀랜드가 니트가 유명한가?,응 ㅋㅋ 그래서 보통 거기 제품이 좋아
가격대 찾아보니까 나쁘지 않네,응 ㅋㅋ 직구할 수도 있고 다양해
입어볼 수 있는 곳이 있나?,아마 편집샵에 입점해 있을꺼야
폴라로이드 사진기 써본적 있어?,나 친구꺼로는 사용해봤어
이번에 하나 구매하려고 생각 중이야,폴라로이드가 추억 남기기 좋지!
맞아 ㅋㅋ 그래서 한번 구매해보려고,근데 필름 값이 꽤 비싸더라
한 컷당 얼마 정도 하는데?,한 컷당 거의 천원 정도하는걸로 알고 있어
와 ㅋㅋ 그래도 그만큼 가치있는 것 같아,인스탁스 제품으로 한번 알아봐!
인센스 스틱이라고 들어봤어?,아니 그건 뭐하는거야?
향 피우는데 쓰는 건데 향이 되게 다양해,오호 매장가면 가끔 보이는 그런건가
응 ㅋㅋ 그래서 집에 하나 사두려고,오호 향 피우는거 좋아해?
그냥 ㅋㅋ 분위기를 내고 싶어서,나쁘지않겠네 ㅋㅋ 가격은 어때?
가격이 그렇게 비싸지 않아서 좋은 것 같아,환기 잘하면서 사용하면 좋겠네
노트북 사용하고 있어?,나 노트북 쓰고 있지 ㅋㅋ 근데 좀 오래됐어
그럼 새로 살 생각 있어?,이번에 맥북 새로 나왔더라고
맞아 그래서 나도 고민중이야,근데 가격이 어마어마하던데?
그니까 ㅋㅋ 그래서 함부로 살 순 없는 것 같아,성능자체는 엄청 좋아졌더라고
응 ㅋㅋ 한번 사면 엄청 오래 쓸 것 같아,그러면 사는 것도 나쁘지 않을 것 같아
노트북 가방을 하나 사야할 것 같아,노트북 들고 다닐 가방이 따로 없어?
백팩만 있어서 노트북만 휴대하려고,그러면 노트북 케이스는 어때?
오호 그것도 나쁘지 않을 것 같다,인케이스같은 곳에서 사면 좋을텐데
다양한 브랜드를 한번 알아봐야겠다,그래 ㅋㅋ 가방 사기는 좀 비싸니까
맞아 케이스가 나을 것 같다,케아스 살 생각에 신난다.
나 아침에 일어나면 목에 가래가 껴,자기전에 요구르트 같은거 마셔?
아니ㅠㅠ 축농증 인 것 같아...,날씨가 추워서 그런가 보다 ㅜㅜ
그런가봐 ㅠㅠ 코 막혀서 숨도 잘 못쉬겠어,넌 그럼 이 시기에는 어떻게 버텨?
병원가서 약 처방 받아와야돼...,약 먹으면 좀 괜찮아져?
안 먹은 것보다는 훨씬 나아,그렇구나 ㅜㅜ 얼른 다 나아야 할텐데
마우스 어떤거 사용하고 있어?,나는 삼성 마우스 사용하고 있어
그러면 로지텍은 어때?,어떤 용도로 사용하려고 하는데?
나는 게임에 쓸려고 하고 있어,그러면 로지텍 구매하는게 좋지
오호 로지텍 사용해볼 수 있나?,다양한 곳에서 판매하고 있어서 가보면 될듯?
새로운 마우스 구매 할 생각에 신나,민감도 조절할 수 있는걸로 구매해!
나 요즘 눈밑에 다크써클이 너무 심해 ㅜㅜ,잠을 못 잤어?
아니 잠은 잘자 브로콜리를 먹으면 효과가 좀 있으려나?,유전인가? 브로콜리는 딱히 효과 없을거야
우리 엄마 아빠는 다크서클 없는데?,아 그래? 그럼 왜그러지?
그러니까 말이야 ㅜㅜ 점점 더 심해져,자기전에 아이마스크라도 해봐~
그래야겠다 효과 있으면 너도 알려줄게!,난 다크써클 없어서 괜찮아
등받이 쿠션이 하나 있으면 좋을 것 같아,테이블 사용할 때 쓰려고?
응 그때도 좋고 매트릭스 위에서도 사용할 수 있지,하나 쯤 있으면 나쁘지 않을 것 같아
그래서 어디에서 사면 좋을까?,난 등받이 쿠션은 오늘의집에서 샀던 것 같아
오호 오늘의 집에 괜찮은거 있나?,그냥 가성비 좋은 제품이 많았던 것 같아
그럼 세일 하는 제품으로 구매하면 되려나?,응 ㅋㅋ 행사하는 제품 위주로 알아봐!
나 내성발톱 수술 받을까?,헐 ㅜㅜ 너 내성발톱이야?
응 ㅠㅠ 발톱이 파고들어서 붓고 난리났어,그거 진짜 아프다던데 ㅜㅜ 괜찮아?
아파서 일상생활 하는 것도 힘들어...,그럼 발톱에서 냄새도 나?
진짜 스트레스 받아...,얼른 수술 받아야겠다 ㅜㅜ 알아 봤어?
아 근데 수술 엄청 아프다던데ㅠㅠ,아파도 참아야지 뭐 ㅜㅜ 고통은 잠깐이니까
텀블러를 하나 사야 할 것 같아,오호 텀블러 하나 있으면 좋지
어디 브랜드가 좋을까?,나는 스타벅스에서 사는거 괜찮은거 같아
근데 사람들이 너무 많이 쓰지않아?,그만큼 실용도도 있는 것 같아서 ㅋㅋ
아하 ㅋㅋ 그럼 한번 사용해봐야겠네,응 ㅋㅋ 매시즌별로 새로운 것도 나와
오호 ㅋㅋ 이번에 나온거 한번 봐야겠다,그래 ㅋㅋ 나도 괜찮은거보면 알려줄께
나 요새 머리가 너무 많이 빠져... 건강에 이상있나?,너 탈모 초기 증상인거 아니야?
그건 아니야... 여자들은 탈모올때 전체적으로 빠지는게 아니라 원형 탈모가 온대,그렇구나 ㅜㅜ 그럼 왜 갑자기 머리가 많이 빠지지? 스트레스 받았어?
근데 거슬릴 정도는 아니었는데...,그래서 그런가봐 ㅜㅜ 콩을 많이 먹어봐!/검은콩이 탈모에 좋대
검은콩 두유라도 먹어볼까?,응응 안 먹는거 보단 좋겠지~/머리도 가급적이면 많이 만지지마
나 머리 감을 때랑 말릴 때 빼고는 잘 안만져,그렇구나 그리고 머리도 꽉 묶지 말고
바디워시 어떤 제품 사용하고 있어?,나는 해피바스 사용하고 있어
이번에 논픽션 제품을 사용해보려고,오호 논픽션이 좋은 점이 있어?
향이 좋으니까 향만 맡아도 기분이 좋아,나도 한번 참고해봐야겠네 ㅋㅋ
응 ㅋㅋ 내가 사용해보고 후기 알려줄께,논픽션 매장이 따로 있는건가?
응 하하 다양한 위치에 있더라고,그럼 나도 가서 시향 해봐야겠다
나 요즘 영양제 꾸준히 챙겨먹었더니 아침에 일어날때 되게 개운해서 좋아,오  나도 잘 챙겨 먹어야 하는데 귀찮아서 자꾸 까먹어 ㅜㅜ
알람을 맞춰봐 나도 잘 안챙겨 먹었는데 알람 맞춰놓으니까 먹게 되더라,아 그래? 근데 빈속에 먹으면 울렁거려서 아침에는 도저히 못 먹겠더라
그럼 먹기전에 간단하게 바나나나 요거트 먹어봐,그래야겠다  넌 그럼 바나나 먹고 약 먹어?
나는 위가 튼튼해서 그냥 먹어,우와 넌 강철 위장이구나  보통 몇 알 먹어?
영양제마다 다른데 거의 한알씩 먹어,나도 내일부터는 잘 챙겨 먹어봐야겠다
샴푸를 하나 살까 하는데 뭐가 좋을까?,샴푸는 아무래도 머리에 잘 맞아야할텐데
그래서 알아보니까 이솝 제품이 괜찮더라고,이솝 제품 가격이 좀 되지 않아?
근데 두피 건강 위해서 투자해야지 ㅋㅋ,그치 ㅋㅋ 이솝 배송도 되는건가?
응 근데 거기 롯데 타워에 입점되어있더라!,아하 가서 향도 맡아보면 되겠네
응 ㅋㅋ 가서 설명 좀 듣고 구매해보려고,오 좋다 ㅋㅋ 설명 들어보고 연락줘!
요즘 자꾸 소화가 안돼 ㅠㅠ 왜 그러지 ㅜㅜ,너 맵고 짠 음식만 먹지?
그래서 소화가 안되나?,당연히 안되지~ 강철 위장도 그렇게 먹으면 힘들어...
그럼 조금 삼삼한 음식을 먹어야 하나?,응~ 부드럽고 소화 잘 되는 음식 위주로 먹어봐
그래  신경써서 먹으려고 노력 해야겠다 ㅜㅜ,생 야채도 좋으니까 식사시간마다 곁들여 먹어봐~
고마워  그럼 쌈밥을 먹어 볼까?,응 괜찮다 그 대신 고기보다 채소를 더 많이 먹어야 해~
테이블을 하나 구매할까 생각 중이야,집에 테이블 하나 있지 않았어?
근데 손님용으로 큰게 필요할 것 같아서!,집에 테이블 하나 있지 않았어?
응 ㅋㅋ 그래서 오늘의집을 보고 있어!,오늘의 집에 가성비 좋은거 많이있지
응 ㅋㅋ 주로 여기서 구매하는 것 같아,나도 이사다닐 때 항상 거기 이용하는 것 같네
응 사람들이 꾸며논 것도 참고할 수 있어서!,아하 그런 거 였구만!
전에 먹었던 망고 쥬스 먹고 싶다,나 없이 언제 누구랑 먹었어?
아 직장에 다녔던 친구와 함께 먹었어,그랬구나 맛있었겠다/망고쥬스도 맛있고 녹차라떼랑 블루베리라떼도 좋아
나는 고구마라떼가 먹고 싶어,먹고 싶은것이 참 많아서 돈 많이 벌어야겠다
나는 버블티도 좋아해,버블티가 뭐야?
검정색인데 타피오카펄인데 쫀득쫀득해,오 음료수만 먹기에는 씹는맛이 부족 할 수 있는데 같이 먹으면 식감도 좋겠네
응 우유와 시럽이 혼합되서 식감이 최고지,음 그러네 언제 먹어봐야겠어/나는 에이드도 좋아해
탄산 들어있는 음료수?,응 맞아/과일쥬스에 탄산수 넣었는데 시원하고 좋아
넌 따로 챙겨 먹는 보양식이 뭐야?,나는 일주일에 한 번씩 오골계 백숙 먹어
우와 너 조금 있으면 알 낳겠다  그거 먹으면 건강에 좋아?,그냥 플라시보 효과 같아 안 먹으면 허전하더라구...
신기하다  난 따로 챙겨 먹는 보양식은 없고 영양제만 꾸준히 챙겨 먹고 있어,영양제 뭐 뭐 먹는데?
나 비타민d랑 유산균 챙겨 먹고 있어,난 유산균이랑 마그네슘만 먹고 있어
근데 난 유산균의 효과를 잘 모르겠어,아 그래? 난 그거 먹고나서부터 설사를 안해
에어팟 케이스를 하나 구매할까 하는데 좋은데 없을까?,가죽 케이스는 어떤 것 같아?
가죽도 되게 좋지 ㅋㅋ 아는 곳 있어?,응 ㅋㅋ 내가 자주 사는 곳 있거든
그럼 링크 보내주면 내가 찾아볼께,알겠어 ㅋㅋ 그럼 찾아보고 말해줘
혹시 직접 볼 수 있는 매장도 있나?,응 ㅋㅋ 쇼룸도 있어!
그럼 같이 쇼룸 가서 보는 건 어때?,알겠어 ㅋㅋ 그럼 이번 주말에 둘러보자
나 백신 2차 맞고 왔는데 하나도 안 아파서 신기해,헐  안아프면 효과 없는거 아니야?
아니야 내가 검색해봤는데 사람마다 다른거래,난 엄청 아파서 힘들었었거든 ㅜㅜ
넌 어떤 증상 있었어?,난 새벽에 오한 들어서 덜덜덜 떨면서 잤어 ㅠㅠ
아 정말? 난 열도 안나고 팔도 안 아파,오 신기하다 네 면역 세포는 일을 안하나봐
아니라고 그거 면역력이랑 관련 없대,그런가 ㅜㅜ 근데 왜 사람마다 다르지
슬리퍼를 하나 사야할 것 같아,어디 브랜드 생각하고 있는데?
나는 나이키나 스투시나 칼하트?,오호 ㅋㅋ 다양하게 알아보고 있네
최근에 스투스꺼를 봤는데 깔끔하더라,직접 신어보기도 했어?
응 ㅋㅋ 근데 사이즈가 뭔가 애매하더라고,그러면 여러 브랜드 신어봐야겠다
그니까 ㅋㅋ 그 목적이 달성이 안될 것 같아서,아쉽네 ㅋㅋ 슬리퍼는 편해야하는데
최근에 로퍼나 첼시 부츠를 살까 생각하고 있어!,겨울 맞이로 준비하는거야?
응 ㅋㅋ 겨울에 신을 만한게 하나밖에 없어서,지난번에 손신발에서 구매하지 않았어?
응 ㅋㅋ 그거 하나 빼고 없더라고,그러면 하나 정도 더 있으면 좋겠네
응 ㅋㅋ 가격이 좀 되더라도 하나 구매하려고,하긴 그런건 사면 오래 신잖아
맞아 ㅋㅋ 그래서 질 좋은 걸로 알아보려고,오호 ㅋㅋ 나도 좋은 제품 있으면 아려줄께
넌 이번에 백신 뭐 맞았어?,나 모더나 맞았는데  아파 죽는줄 알았네
오 나도 모더나인데 너 2차때 아팠어?,응 ㅜㅜ 1차는 괜찮았는데 2차에 아파서 너무 힘들었어ㅠㅠ
아 진짜 ? 나 어제  2차 맞았는데 하나도 안 아파,그래? 신기하다  사람마다 다른가봐~
사람들이 다 아프다고 해서 걱정했는데 느낌도 안나서 웃겨,안아프면 다행이지 뭐/난 아파서 너무 괴로웠거든 ㅜㅜ
나 팔도 안아파서 금강막기도 할 수 있어,그정도면 효과 없는거 아닌가
에코백 혹시 괜찮은 브랜드 알아?,에코백 사려고하는거야?
아 내껀 아니고 선물할까해서,아하 내가 최근에 알아봤던 브랜드 알려줄께
알겠어! 가격대는 적당한 편이야?,에코백 치고는 가격이 좀 되는편이야
음 ㅋㅋ 그러면 좀 고민이 되네,왜 에코백도 근데 성능 좋은 것들은 비싸서
아하 ㅋㅋ 성능이 괜찮으면 완전 해피하지,그러면 일단 링크 보내줄테니까 봐봐!
넌 다리 일자야?,아니 나는 조금 휘었어 ㅠㅠ
너도? 나도 다리가 살짝 휘어서 고민이야...,너도 그렇구나 난 다리를 많이 꼬아서 그런가봐 ㅜㅜ
이거 교정 할 수 있다는데 같이 해볼까?,아니 난 그냥 생긴대로 살래 아프면 어떡해
안 아파그냥 스트레칭 정도야,그래?  그럼 진짜 효과 있는거야?
유튜브 보면 있는 것 같던데?,오  나도 한 번 찾아봐야겠다 정보 고마워!
요즘에 카드지갑이 필요한 것 같아,왜 카드를 많이 사용해서?
필요한 카드나 신분증만 들고다니려고!,오호 ㅋㅋ 그럼 필요하겠네!
응 ㅋㅋ 그래서 괜찮은거 있는지 찾아보고 있어,지난번에 보니까 메종 마르지엘라 괜찮던데
가격대가 좀 있는 편이라 고민되는 것 같아,너를 위한 선물로 하나해 ㅋㅋ
오 ㅋㅋ 그럼 나를 위한 선물로 하나 해주면 되겠네,그건 하는거 봐서 결정할께 ㅋㅋ
나 요즘 근육통이 너무 심해 ㅠㅠ,주로 어디 부위가 아파?
목이랑 어깨,그럼 한의원 가서 침 한 번 맞아봐
저번주에 침 맞았는데 효과 하나도 없더라,아 그래?  난 근육통 오면 한의원 가서 침 맞으면 바로 낫더라고~
일 할때 어깨를 많이 써서 그런 가봐,너 컴퓨터도 많이 해?
많이 하지~,그럼 당연히 어깨가 아프지 ㅜㅜ
스마트 전구를 하나 살까 고민중이야,스마트 전구는 뭔데?
그게 인공지능 스피커로 조명을 제어할 수 있는 전구야,오 ㅋㅋ 신기하다 말로 제어할 수 있는거네?
응 ㅋㅋ 되게 유명하다고 생각해서,하나쯤 있으면 좋을 것 같은데 비싸진 않아?
생각보다 되게 저렴한 편이거든 ㅋㅋ,그러면 하나 구매하는 것도 나쁘지 않을듯?
응 ㅋㅋ 그래서 헤이홈이라는 곳에서 구매하려고,사고나면 한번 같이 테스트해보자!
나 요즘 발에서 냄새나는거 같아ㅜㅜ,너 무좀 걸린 거 아니야?
그니까 무좀 걸리면 수건도 따로 써야 하지?,응 그 것 뿐만 아니라 양말이나 옷들도 다 따로 빨아야돼
그렇구나 아니 요즘 발가락이 자꾸 간지럽더라고 ㅜㅜ,약국가면 무좀연고 파니까 가서 사와
너도 무좀 걸려본 적 있어?,아니 한 번도 없어
진짜 무좀이면 어떡하지 ㅠㅠ,뭘 어떡해 치료하면 금방 나을거야~
혹시 케이스티파이라고 들어봤어?,그거 케이스 구매하는 곳 말하는거지?
응 ㅋㅋ 최근에 알게 됐어!,아하 ㅋㅋ 아는 친구 거기서 많이 구매했더라고
오호 그러면 VIP 같은거야?,응 ㅋㅋ 그래서 싸게 구매할 수 있어
오호 ㅋㅋ 그러면 나도 부탁해도 될까?,응 ㅋㅋ 한 20% 정도 할인 받을 수 있을꺼야
그러면 난 한 두개 정도 부탁할께,알겠어 ㅋㅋ 디자인 찾아서 보내줘
요즘 자꾸 목이 따끔거리고 아파 ㅜㅜ 목감기 걸린걸까?,병원을 가봐~ 원래 그런 진단은 함부로 하면 안돼
맞아  그럼 내일 병원 가봐야겠다 넌 어디 아픈 곳 없어?,응 난 겨울에 오히려 더 건강해
난 비염때문에 죽겠어 ㅠㅠ,물은 자주 마시고 있어?
응  근데 물 마셔도 효과가 전혀 없네 ㅠㅠ,네 생각보다 더 마셔야 할 걸?/하루에 2.5리터는 마셔봐
말 나온김에 물 마시고 가습기도 켜야 겠다,나도 가습기 틀어야겠다 건조해서 피부가 따가워
패딩을 하나 구매해야할 것 같아,패딩 이미 있지 않아?
롱패딩을 따뜻한걸로 구매할까 싶어서!,오호 ㅋㅋ 알아본 브랜드 있어?
디스커버리로 살까 생각 중이야,거기 패딩 유명하지!
응 ㅋㅋ 근데 가격이 어마어마하더라고!,오호 ㅋㅋ 세일할 때 사야겠네
그래서 시즌 오프때를 노려보려고!,아울렛에 가서 사는 것도 나쁘지 않을듯?
넌 홍삼 먹어본 적 있어?,응 나 동창 걸렸을때 먹었어  너는?
난 요즘 기력이 없어서 먹고 있어,홍삼 먹으면 기력이 생겨?
응~ 되게 에너지가 넘치게 돼,좋다  나도 홍삼이나 챙겨 먹을까
너 그때 먹었을때 효과 못 봤어?,난 효과 잘 모르겠더라고
그럼 너랑 안 맞는거야,아 그런가보다 그냥 영양제나 잘 챙겨 먹어야겠다
최근에 당근 마켓 거래에서 좋은 판매자를 만났어,오호 어떤 판매자였길래 그래?
물건 박스를 열어보니까 핫팩이 들어있더라고,오호 그런것 까지 챙겨준거야?
응 ㅋㅋ 서비스로 챙겨줬나봐,정말 마음이 따뜻해진다
그니까 ㅋㅋ 나도 판매할 때 잘해야겠어,그런 긍정적 효과 되게 좋은 것 같아
응응 하하 당근이 이런게 좋은 것 같아,그런 커뮤니티를 잘 만들어놓은 것 같다
오늘 간 카페 커피값이 너무 비싼 것 같아.,거기 아메리카노 얼마였는데?
아메리카노가 무려 6000원 이었어.,6000원은 너무 비싸다.
계산하는데 너무 돈이 아까웠어.,아메리카노가 6000원 이상이면 너무 과한 가격 같다고 생각해.
얼음물에 샷 두개 탄 거라고는 믿을 수 없는 가격이야.,어디에 있는 카페였길래 그렇게 비쌌어?
홍대에 있는 카페라서 더 그런가봐.,그럼 자릿값 개념이겠다.
그래서 엄청 오래 앉아있고 있어.,6000원어치 만큼 앉아있도록 해.
넌 내시경 받은지 얼마나 됐어?,나 이년전에 받았어 너는?
나 3년 정도 지났는데 다시 받아야 하나?,응 보통 이년에 한 번씩 하라고 하더라~
아 그래? 그럼 예약해야겠다,너 수면 내시경으로 할꺼야?
당연하지 그걸 비수면으로 어떻게 받아,난 저번에 비수면으로 했어
헐 대박 안 아팠어?,힘들긴 했는데 참을만 하더라
너 옷 살 때 주로 어디서 사?,나는 내가 가는 쇼룸에서 사
아하 너가 좋아하는 브랜드가 있어?,웅웅 거기서 사면 입어 볼 수도 있고 좋더라구 하하
근데 인터넷에서 사면 더 싸지 않나?,그게 브랜드마다 다른데 여기는 현장이 나은 거 같아
아 그 브랜드는 온라인 할인을 잘 안하나?,웅웅 그리구 현장 구매하면 할인을 해주더라
아하 그럼 직접 사는 게 낫네 하하,사갈 때 좀 짐이 생기긴 하지만 하하
넌 건강 보조 식품 뭐 먹어?,난 먹는거 없어 너는?
나는 티트리 주스 먹고 있어,우와 그건 어디에 좋아?
여자한테 좋대 아마 자궁 건강에 좋지 않을까?,티트리는 피부에도 좋던데 효과가 다양한가보네
아 정말? 먹길 잘했다,나도 한 번 먹어봐야겠다
내가 한 박스 보내줄게 나 5박스 샀거든,고마워 먹고 효과 좋으면 나도 사 먹어야겠다
너 주로 어디서 장 봐?,오호 나는 집 근처 마트로 가지!
아하 마트도 좀 싼 편인가?,웅웅 할인하는 건 좀 싸더라구
아 그러면 항상 가는 데만 가?,그런 편이지 하하 너는?
나는 시장에서 사거든,오 진짜? 근처에 시장이 있어?
옹옹 하하 거기서 사면 되게 싸,하긴 시장이 제일 싸지 하하
나 요즘 악몽을 너무 많이 꿔 ㅠㅠ,넌 많이 자니까 그렇지
스트레스를 많이 받은건가?,아무래도 그 영향이 제일 크지 않을까?
요즘 일이 너무 많아서 스트레스를 받았나봐... 소화도 잘 안돼,나도 스트레스 받으면 꼭 악몽 꾸더라 ㅜㅜ
난 절벽에서 떨어지는 꿈을 4번이나 꿨어,그렇구나 ㅜㅜ 그럼 자기전에 캐모마일 티를 좀 마셔봐/심신 안정에 좋다고 하더라
그게 스트레스 완화 효과가 있어?,응  나도 효과 좀 봤어
옷 쇼핑을 해야하는데 하하,항상 쇼핑할 건 많은 거 같아
그러니까 하하 나는 요즘 필요한 게 있어서,오 어떤 의류가 필요해?
의류라기보단 잡화 느낌이긴 해 하하,어 그러면 양말 같은 건가?
맞았어 ㅋㅋ 나 양말 살라고,헐 나도 양말 사고 싶었는데 같이 사자
그래 그럼 양말 브랜드 좀 찾아보자,ㅋㅋ 좋아 양말 쇼핑 가즈아
나 요즘 생리통이 너무 심해 ㅜ,난 두달에 한 번씩 심하더라 ㅜㅜ
그거 난소 한 쪽이 안좋아서 그런거래~,아 정말? 그럼 여성의원 가서 검사 받아봐야 하나?
난 자궁에 혹이라도 있나 양도 많아지고 통증도 심해졌어,넌 병원 가봤어?
아직 안 갔어... 검사하기 꺼려져서...,나랑 같이 갈래? 나도 검진 한 번 받아보려고
같이 가도 따로 검사해야하잖아,혼자가기엔 무서워
오늘은 어떤 걸 살까나,오 오늘 고르고 바로 사게?
아니 고민은 해봐야지 ㅋㅋ,필요한 의류가 뭐 있는데?
아 나 요즘 운동화를 사고 싶어,아 운동화 많으면 좋지~
맞아 좀 디자인이 있는 거 사고 싶어,아하 나이키 신발은 어때?
웅 그 브랜드 위주로 보는 중 하하,나랑 같이 구매하는거야 하하
나 요즘 오줌을 너무 자주 싸,너 방광염 걸린거 아니야?
그런가봐 ㅠㅠ 내가 일 할 때는 화장실을 안 가거든,그럼 당연히 방광염 걸리지 ㅜㅜ 참으면 병 돼
아... 병원 가서 약 타와야하나?,응  나도 예전에 한 번 걸렸었는데 항생제 먹으니까 바로 낫더라
약국에서 소염제 사서 먹으면 안 되나?,그건 나도 모르겠는데 약국 갈 시간에 병원을 가는게 낫지
병원은 가서 검진도 받아야 되잖아,아니야 그냥 말로 상담 받고 타오면 돼
캠핑 의자를 하나 사볼까하는데!,오호 캠핑갈 때 사용하려고?
응 ㅋㅋ 요즘 캠핑 장비에 관심이 가더라고,하나씩 구비해두는 건 나쁘지 않지 ㅋ
그치 ㅋㅋ 그래서 구매해보려고!,하나씩 구매하는건 나쁘지 않을듯?
같이 하나씩 모아가보자 ㅋㅋ,오 ㅋㅋ 좋지 그럼 뭐부터 사볼까?
일단 텐트랑 의자 구매하자,ㅋㅋ 알겠어 그럼 쿠팡에 한번 알아볼께
넌 무슨 보험 들어놨어?,난 실비만 들어 놨어  암보험 들어야 하는데 ㅜㅜ
나도 지금 암보험 알아보고 있는데 뭐가 뭔지 모르겠어,너도 그렇구나  난 비갱신으로 하고 싶어서 찾아 보고 있어
그런 건 되게 비싸지 않아?,응  마음에 들면 가격이 바싸더라
하... 어른 되니까 이게 힘드네,그니까 내가 보험 걱정을 다 하고 말이야
내가 좋은 보험 찾으면 알려줄게,어른이 된 것 같아서 슬퍼.
노트북을 새로 바꿔야할 것 같아,왜 지금 쓰는건 어때서?
지금 쓰는걸 꽤 오래썼거든!,얼마나 사용했는데 그래?
한 5년쯤 사용한 것 같아 ㅋㅋ,그러면 바꿀때 된것 같네 ㅋㅋ
그니까 ㅋㅋ 그래서 맥북을 알아보고 있어,근데 맥북은 너무 비싼것 같아
근데 오래쓸 것 생각하면 괜찮을 것 같기도하고 하하,새로운 전자제품은 생각만 해도 신나
요즘따라 피로감이 엄청 심하네 ㅠㅠ,잠을 많이 못 자?
응 ㅜㅜ 요즘 계속 새벽에 자거든 ㅜㅜ 그래서 그런가,새벽에 자면 아무리 자도 피곤하대ㅠㅠ/웬만하면 10시 전에 자~
넌 피로감 같은거 못느껴?,나는 일찍 자서 별로 안 피곤해.
넌 비타민 같은거 챙겨 먹어?,피로는 무조건 잠을 많이 자야 돼
그럼 오늘은 무조건 9시에 잔다!,그래 나도 오늘은 좀 일찍 자야겠다
캔들 워머를 하나 사야할 것 같아,오호 집에 캔들은 있어?
응 ㅋㅋ 선물 받은 것들 있거든,아하 그거 사용하려고 필요한거구나?
응 ㅋㅋ 그리고 전등으로 쓰면 좋을 것 같아서,오호 ㅋㅋ 그거 좋지 ㅋㅋ
그래서 좀 알아보는데 가격이 나쁘지 않더라고,집 인테리어에 맞게 잘 찾아봐
응 ㅋㅋ 그래서 블랙으로 알아보고 있어,오 하하 블랙이면 잘 어울리겠다!
요즘 아침마다 속이 쓰려 ㅠㅠ,저녁을 몇시에 먹어?
한 8시쯤 먹고 있어,그러면 저녁 시간을 좀 앞당겨 봐~/음식이 위에 있는 상태로 자면 그런데
아 정말? 나는 음식이 있어야 덜 쓰리는 줄 알고 더 늦게 먹으려고 했는데,그리고 아침에 일어나면 따뜻한 콩물이나 죽을 먹어봐
콩물은 괜찮을 것 같으니까 한 번 먹어봐야겠다,아침에 콩물 먹으면 든든하고 속 편해서 좋아
좋은 정보 알려줘서 고마워,아니야 나도 예전에 속 쓰려봐서 잘 알거든
요즘에 쿠팡에서 구매하는게 되게 많은 것 같아,보통 어떤거 구매하는데?
약간 대부분의 것들을 구매하는 것 같아,오호 그럴만한 이유가 있어?
일단 배송이 너무 잘되어있어서 그런 것 같아,아하 혹시 로켓와우 회원이야?
응 ㅋㅋ 로켓배송으로 오거든,하긴 그거 하면 진짜 편하지
맞아 ㅋㅋ 진짜 하루만에 오기도 하더라고,하루만에 택배오면 정말 기분 좋아
요즘 건강이 좋아진 걸 몸으로 느끼고 있어,오 어떤 면에서 그렇게 느껴?
요새는 자고 일어나면 피곤하지 않고 엄청 개운해서 그래,와 나는 자도자도 계속 피곤하더라고
너도 그럼 종합비타민을 먹어보면 어때?,종합비타민도 종류가 너무 많아서 뭘 먹어야하지?
나는 해외에서 직구한 비타민을 먹고 있어,그렇구나 해외 비타민은 뭐가 좀 달라?
내가 알기로는 국내보다 비타민 함유량이 훨씬 많다고 들었어,와 그럼 나도 해외에서 직구해서 먹어봐야겠다
혹시 아이패드 사용해봤어?,나는 내 동생이 사용해서 사용해봤지!
어떤것 같아 살만한 것 같아?,어떤 용도로 쓰느냐에 따라 다른 것 같아
지금 중고로 알아보고 있거든!,당근 마켓에서 시세한번 알아볼까?
응 ㅋㅋ 나도 알아보고 있는 중이야,가격이 그래도 나쁘지 않은 것 같네!
그러면 현금좀 모아서 구매해야겠다!,오호 ㅋㅋ 아이패드 사면 같이 영화보자!
요즘 술을 많이 먹어서 그런가 몸이 좀 피곤하네,아무래도 간 건강에 영향을 미치다보니 그런 것 같아
술을 그렇다고 안먹을수는 없는데 어떡하지,그럼 네 주량에 맞게 적당히 먹어야겠지?
보통 사람들은 어느정도 마셔?,원래 일주일에 소주 한 병이 적정량이라고 하더라
그렇구나 그러면 나도 술을 많이 줄여야겠다,네 건강을 위해서 줄이는 것이 당연히 좋지
그리고 또 몸에 좋은 습관이 뭐가 있을까,가까운 거리는 걷는게 몸에 그렇게 좋대
애플 워치 혹시 사용하고 있어?,나는 애플워치 시리즈 3 사용하고 있어
아하 그러면 최근 시리즈 스펙 봤어?,보긴 봤는데 난 지금것도 만족하고 있어
음 그러면 SE 제품은 어떤 것 같아?,보급형으로 나온것 치고 되게 좋은 것 같던데?
난 그걸 살까 고민중이야,애플 공홈에서 바로 사려고?
응 ㅋㅋ 가격이 좀 부담되긴하지만!,새 애플워치를 산다니 내가 다 설렌다
건강 검진을 한 번 받아봐야 할 것 같아,갑자기 왜 무슨 일 있어?
몸이 요새 계속 피곤하더라고,그렇구나 별 일 없을거야 한 번 다녀와봐
간이나 신장쪽에 문제가 있으면 그렇다고 하네,내 생각에 너 술을 좀 줄여야 할 것 같아
그러니까 말이야 술이 몸에 부담을 엄청 준다고 하더라,맞아 그리고 기름진 음식 좀 줄여야 해
기름진 음식은 왜 줄여야 하는거야?,장 건강에 별로 안좋다고 하더라고
너 인터넷 쇼핑 중인가?,웅웅 지금 하고 있지 하하
어떤 거 살려고 하는데?,나 의류를 보고있지!
